,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46
0,40.5101837781,35.767271303,35.4341983177,38.7500002149,37.2295014554,40.7303025162,40.1535462788,42.1459886691,42.8507212444,33.1287027621,37.9391094731,45.7954488814,35.2006625216,34.7921282348,38.6076368032,40.5813323977,34.9738334149,23.6843607865,35.3879394293,37.9185431105,45.0704645829,27.9413812387,41.506495015,43.8872325972,36.3134744128,45.3683868866,38.565810044,37.3054025009,36.8910178949,36.2298084002,41.0117650106,39.6413972824,27.7065562539,38.6937079867,41.5991048336,41.5745705059,29.6942237916,31.3236952175,41.3472172718,34.1554621278,41.3133801629,38.5565467659,35.5141263953,36.3916221569,37.7326852499,31.6204804525,39.0213144138
